StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,MTurkID,Sports_Filter,attention_check_1,attention_check_2_1,attention_check_2_2,Control_time_First Click,Control_time_Last Click,Control_time_Page Submit,Control_time_Click Count,Reduced_time_First Click,Reduced_time_Last Click,Reduced_time_Page Submit,Reduced_time_Click Count,Ranking_time_First Click,Ranking_time_Last Click,Ranking_time_Page Submit,Ranking_time_Click Count,Categorization_time_First Click,Categorization_time_Last Click,Categorization_time_Page Submit,Categorization_time_Click Count,Buffer_time_First Click,Buffer_time_Last Click,Buffer_time_Page Submit,Buffer_time_Click Count,Buffer_list,Count,Buffer_words_correct,Buffer_list_time_First Click,Buffer_list_time_Last Click,Buffer_list_time_Page Submit,Buffer_list_time_Click Count,Initial_Retention,Valued_Retention,Renewal Liklihood_1,Gender,Age,Race,Education,Bonus_Survey,Save MTurk,mturkcode,condition,label,reduced_list,ranking,categorization
2021-11-10 9:39:28,2021-11-10 9:45:20,IP Address,172.58.19.32,100,351,1,2021-11-10 9:45:20,R_zbYu3diheGMbhAd,,,,,33.7872924804687,-117.923095703125,anonymous,EN,Yes,Yes,Yes,AGNJKSH5LFKXZ,1-5,Other,70,50,,,,,,,,,0,0,50.446,0,,,,,0,0,60.016,0,"deer, reform, wander, soak, lamp, hilarious, large",7,7,1.579,1.579,66.262,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Member Events,Same Seat Guarantee","4Ever Wild Rewards,Discounted Wild Merchandise,Member Events,Same Seat Guarantee",90,Male,44,Asian,Bachelor's Degree,I would like to answer this question,,521576,2,ranking,0,1,0
2021-11-10 9:38:33,2021-11-10 9:45:20,IP Address,71.211.156.178,100,407,1,2021-11-10 9:45:20,R_3PSNWZlUBX6zhT5,,,,,39.8661041259765,-104.919700622558,anonymous,EN,Yes,Yes,Yes,A23G1L7KYHK9F2,1-5,Other,70,50,,,,,,,,,,,,,0,0,14.401,0,0,0,60.01,0,Deer reform wander soak snugle,4,5,32.398,59.637,60.063,2,"4Ever Wild Rewards,Hockey Lodge Discount,Right of First Refusal for Concerts and Events,Discounted Concessions","Hockey Lodge Discount,Discounted Concessions",76,Male,37,Hispanic,Bachelor's Degree,I would not like to answer this question,Yes,245013,3,categorization,0,0,1
2021-11-10 9:40:29,2021-11-10 9:45:22,IP Address,97.102.255.182,100,293,1,2021-11-10 9:45:22,R_1rCerL3laex7T6p,,,,,28.060806274414,-80.6722030639648,anonymous,EN,Yes,Yes,Yes,ASR96WZ3OM6LE,1-5,Other,70,50,,,,,5.933,5.933,6.893,1,,,,,,,,,0,0,60.019,0,lamp deer listen behavior reform subway zero snuggle large,9,9,4.912,29.532,53.901,6,"Discounted Wild Merchandise,Hockey Lodge Discount,Options to Purchase Suites Using flex credit,Access to all streamed NHL Games",Access to all streamed NHL Games,74,Male,32,White,High School Diploma,I would like to answer this question,,30717,1,reduced_list,1,0,0
2021-11-10 9:41:48,2021-11-10 9:45:28,IP Address,68.111.170.82,100,219,1,2021-11-10 9:45:28,R_3QSGrkqPdjbJF97,,,,,33.1661071777343,-117.093200683593,anonymous,EN,Yes,Yes,Yes,A24M9OW53CLT94,1-5,Other,70,50,,,,,1.408,1.408,13.835,1,,,,,,,,,0,0,60.086,0,lamp deer reform wander zero subway map snuggle,8,8,0.637,4.046,15.964,2,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking",76,Male,30,White,Bachelor's Degree,I would like to answer this question,,372330,1,reduced_list,1,0,0
2021-11-10 9:40:22,2021-11-10 9:45:35,IP Address,35.138.218.180,100,313,1,2021-11-10 9:45:35,R_vHazZUqOfIZnN9D,,,,,28.2238006591796,-82.4549026489257,anonymous,EN,Yes,Yes,Yes,A1BC8AVNVIK2S5,5-10,Other,70,50,0,0,50.179,0,,,,,,,,,,,,,0,0,60.141,0,subway tie reform lamp snuggle deer soak map ,8,8,1.57,1.57,32.387,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Playoff Access,Right of First Refusal for Concerts and Events,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Discounted Concessions","4Ever Wild Rewards,Discounted Wild Merchandise,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Playoff Access,Right of First Refusal for Concerts and Events,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Discounted Concessions",76,Male,44,White,Bachelor's Degree,I would like to answer this question,,404890,0,control,0,0,0
2021-11-10 9:39:34,2021-11-10 9:45:39,IP Address,66.142.212.250,100,364,1,2021-11-10 9:45:39,R_ebtfF8HWOseUGQh,,,,,30.497802734375,-92.3906021118164,anonymous,EN,Yes,Yes,Yes,A1RQUOVV8PCXBM,1-5,Other,70,50,,,,,,,,,,,,,0,0,89.36,0,0,0,60.112,0,lamp deer listen reform  snuggle soak emotion ,6,6,2.219,2.219,25.808,1,"Discounted Wild Merchandise,Interest Free Payment Plans,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking,Discounted Concessions,Early Entry on Game Days,Access to all streamed NHL Games","Discounted Wild Merchandise,Interest Free Payment Plans,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking,Discounted Concessions,Early Entry on Game Days,Access to all streamed NHL Games",63,Female,29,Black or African American,Associate's Degree,I would not like to answer this question,Yes,523037,3,categorization,0,0,1
2021-11-10 9:40:29,2021-11-10 9:45:41,IP Address,72.34.92.46,100,312,1,2021-11-10 9:45:42,R_3g793fXwEOH4v4w,,,,,34.0527954101562,-117.664794921875,anonymous,EN,Yes,Yes,Yes,AHV4U78TUUDKI,More than 10,Other,70,50,0,0,43.536,0,,,,,,,,,,,,,0,0,60.015,0,listen large emphasis snuggle behavior zero subway tie lamp deer soak ,11,11,2.122,2.122,45.011,1,"4Ever Wild Rewards,Hockey Lodge Discount,Same Seat Guarantee,Complimentary Parking","Same Seat Guarantee,Complimentary Parking",85,Male,51,White,Graduate Degree,I would like to answer this question,,288098,0,control,0,0,0
2021-11-10 9:41:07,2021-11-10 9:45:45,IP Address,72.217.68.19,100,277,1,2021-11-10 9:45:45,R_2ntYTKmg4vVKcVP,,,,,33.5037994384765,-112.025299072265,anonymous,EN,Yes,Yes,Yes,A2YB3AD9W5U7QY,More than 10,Other,70,50,,,,,,,,,0,0,27.129,0,,,,,0,0,60.009,0,subway tie large emphasis soak wander,6,6,1,1,24.649,1,"Hockey Lodge Discount,Member Events,Playoff Access","Hockey Lodge Discount,Member Events,Playoff Access",70,Male,25,White,Bachelor's Degree,I would like to answer this question,,296735,2,ranking,0,1,0
2021-11-10 9:42:14,2021-11-10 9:45:52,IP Address,104.7.224.89,100,217,1,2021-11-10 9:45:52,R_11aXJYpbJfo4oo9,,,,,28.5726928710937,-80.8206024169921,anonymous,EN,Yes,Yes,Yes,A1QEQOI98976S0,5-10,Other,70,50,,,,,,,,,,,,,0,0,9.017,0,0,0,61.01,0,wonder soak listen large lamp deer reform snuggle emphasis,8,8,0.654,7.302,9.463,3,"4Ever Wild Rewards,Discounted Wild Merchandise,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Stadium Tours,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Gameday Travel Package,Early Entry on Game Days,Free Holiday Ornament","Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Stadium Tours,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Gameday Travel Package,Early Entry on Game Days",70,Male,33,Black or African American,Bachelor's Degree,I would like to answer this question,,159838,3,categorization,0,0,1
2021-11-10 9:39:10,2021-11-10 9:45:53,IP Address,69.174.135.234,100,402,1,2021-11-10 9:45:53,R_1pXnnfwMipkBmK1,,,,,39.9564056396484,-85.965103149414,anonymous,EN,Yes,Yes,Yes,AVETYUW22KOTK,More than 10,Other,70,50,,,,,,,,,0,0,67.03,0,,,,,0,0,60.109,0,"lamp, large, hilarious, subway, tie, snuggle, behavior, emphasis, map, soak, deer, wander",12,12,1.478,1.478,105.347,1,"Interest Free Payment Plans,Member Events,Same Seat Guarantee,Complimentary Parking,Early Entry on Game Days","Interest Free Payment Plans,Same Seat Guarantee,Complimentary Parking,Early Entry on Game Days",70,Female,40,White,Bachelor's Degree,I would like to answer this question,,718163,2,ranking,0,1,0
2021-11-10 9:37:40,2021-11-10 9:45:55,IP Address,216.210.21.159,100,494,1,2021-11-10 9:45:55,R_UtPoa9GkNEW2I81,,,,,47.5364074707031,-122.277999877929,anonymous,EN,Yes,Yes,Yes,AXM7I4TKT8QW7,More than 10,Other,70,50,0.891,73.245,74.69,20,,,,,,,,,,,,,1.859,1.859,60.115,1,lamp deer soak tie subway reform emphasis zero map hilarious listen large snuggle wander ,14,14,1.825,72.491,74.596,2,"4Ever Wild Rewards,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Right of First Refusal for Concerts and Events,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking",75,Male,52,White,Graduate Degree,I would like to answer this question,,105468,0,control,0,0,0
2021-11-10 9:41:00,2021-11-10 9:46:17,IP Address,154.6.16.8,100,316,1,2021-11-10 9:46:17,R_RqoDHW92dsCcfXH,,,,,40.748794555664,-73.988296508789,anonymous,EN,Yes,Yes,Yes,A37J6DU2EMGATD,5-10,Other,70,50,,,,,0,0,2.715,0,,,,,,,,,0,0,60.113,0,"tie
soak
lamp
deer
hilarious 
snuggle 
emphasis
subway",8,8,1.379,4.634,77.691,2,"4Ever Wild Rewards,Discounted Wild Merchandise,Interest Free Payment Plans,Hockey Lodge Discount,Member Events,Complimentary Parking,Exclusive Conferences Calls with Players, Managers, and Front Office Executives","4Ever Wild Rewards,Discounted Wild Merchandise,Member Events",100,Female,26,Black or African American,Bachelor's Degree,I would like to answer this question,,250624,1,reduced_list,1,0,0
2021-11-10 9:41:34,2021-11-10 9:46:19,IP Address,98.5.37.22,100,284,1,2021-11-10 9:46:20,R_tRJu9PMUJhCAuYh,,,,,42.8354034423828,-78.7573013305664,anonymous,EN,Yes,Yes,Yes,AL51KTDOWITH9,More than 10,Other,70,50,,,,,,,,,,,,,3.352,16.632,17.609,2,1.098,53.22,60.027,3,lamp deer reform snuggle hilarious light  ,5,5,0.388,29.819,40.594,3,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee",Playoff Access,15,Male,50,White,Associate's Degree,I would not like to answer this question,Yes,604727,3,categorization,0,0,1
2021-11-10 9:40:29,2021-11-10 9:46:21,IP Address,65.255.147.211,100,352,1,2021-11-10 9:46:21,R_89dVji1CefBmyvD,,,,,39.7037963867187,-91.3841018676757,anonymous,EN,Yes,Yes,Yes,A1OKFYVJTEK4BI,5-10,Other,70,50,,,,,0,0,66.226,0,,,,,,,,,0,0,60.113,0,Lamp Deer Hilarious tie behavior snuggle desk,6,6,1.768,1.768,29.141,1,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Complimentary Parking",90,Male,64,White,Graduate Degree,I would like to answer this question,,880781,1,reduced_list,1,0,0
2021-11-10 9:40:14,2021-11-10 9:46:21,IP Address,99.85.102.179,100,367,1,2021-11-10 9:46:22,R_eUToh4JCLCtwKRj,,,,,39.9508056640625,-82.9328994750976,anonymous,EN,Yes,Yes,Yes,A3CTXWISODY7D8,5-10,Other,70,50,0,0,91.887,0,,,,,,,,,,,,,0,0,60.019,0,tie map listen lamp soak hilarious,6,6,0,0,33.536,0,"4Ever Wild Rewards,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","4Ever Wild Rewards,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking",60,Male,43,White,Associate's Degree,I would like to answer this question,,207375,0,control,0,0,0
2021-11-10 9:37:57,2021-11-10 9:46:36,IP Address,73.220.143.159,100,518,1,2021-11-10 9:46:36,R_242XOjaCHjXlnz1,,,,,38.0296020507812,-121.346000671386,anonymous,EN,Yes,Yes,Yes,A2VC1UC5Q0E9PO,5-10,Other,70,50,,,,,0,0,75.1,0,,,,,,,,,0,0,60.13,0,"Snuggle 
Hilarious
Lamp
Deer
Tie
Soak
Large
Zone",7,7,3.367,61.287,92.384,2,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking",75,Male,45,Black or African American,High School Diploma,I would like to answer this question,,90403,1,reduced_list,1,0,0
2021-11-10 9:46:24,2021-11-10 9:46:40,IP Address,98.28.134.144,100,16,1,2021-11-10 9:46:40,R_3flXcRNdBMayOJg,,,,,39.2454071044921,-84.2537002563476,anonymous,EN,Yes,Yes,Yes,A3M6I7O4VW9KR1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,900412,,,,,
2021-11-10 9:42:36,2021-11-10 9:47:00,IP Address,99.127.226.27,100,263,1,2021-11-10 9:47:01,R_1kNNPRruuz0cywD,,,,,37.3773040771484,-122.019401550292,anonymous,EN,Yes,Yes,Yes,A1B179AI3LZKWS,1-5,Other,70,50,,,,,0,0,10.551,0,,,,,,,,,0,0,60.136,0,"reform
listen
soak
hilarious
lamp
deer
tie
subway
large
emphasis
behavior",11,11,1.828,31.622,42.011,2,"Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Member Events,Options to Purchase Suites Using flex credit","Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Member Events,Options to Purchase Suites Using flex credit",80,Female,60,White,Bachelor's Degree,I would like to answer this question,,556874,1,reduced_list,1,0,0
2021-11-10 9:37:56,2021-11-10 9:47:10,IP Address,140.254.70.166,100,554,1,2021-11-10 9:47:11,R_ThmwzNr64gOORBn,,,,,40.0457000732421,-83.0720977783203,anonymous,EN,Yes,Yes,Yes,AEAH80A16IYUQ,1-5,Other,70,50,,,,,1.301,1.301,3.131,1,,,,,,,,,0,0,60.109,0,Lamp deer wander emphasis behavior large hilarious soak tie ,9,9,0.746,0.746,64.553,1,"Playoff Access,Same Seat Guarantee","Playoff Access,Same Seat Guarantee",70,Female,28,White,Bachelor's Degree,I would like to answer this question,,234660,1,reduced_list,1,0,0
2021-11-10 9:46:45,2021-11-10 9:47:12,IP Address,24.247.160.137,100,27,1,2021-11-10 9:47:13,R_Wp4zOd2McE4Vs6l,,,,,43.6419982910156,-84.2673034667968,anonymous,EN,Yes,Yes,Yes,A2KW87ZD2ELYNG,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,855135,,,,,
2021-11-10 9:42:16,2021-11-10 9:47:41,IP Address,50.242.46.225,100,325,1,2021-11-10 9:47:42,R_2dZsu2fjtrgbdaj,,,,,37.3825073242187,-79.2181015014648,anonymous,EN,Yes,Yes,Yes,AI380TE70QWVY,1-5,Other,70,50,,,,,,,,,0,0,50.303,0,,,,,0,0,60.011,0,"subway
lamp 
map
reform
snuggle
dear",5,5,1.341,1.341,34.164,1,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Right of First Refusal for Concerts and Events,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","4Ever Wild Rewards,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking",85,Male,43,White,Bachelor's Degree,I would like to answer this question,,629080,2,ranking,0,1,0
2021-11-10 9:42:24,2021-11-10 9:47:51,IP Address,24.56.189.249,100,326,1,2021-11-10 9:47:52,R_1C3Kim1XDz04c5y,,,,,39.8231964111328,-105.282501220703,anonymous,EN,Yes,Yes,Yes,A2NOLEVTOKG3XW,5-10,Other,70,50,0,0,41.455,0,,,,,,,,,,,,,0,0,60.012,0,soak listen large emphasis zero subway water,6,6,1.111,1.111,29.992,1,"4Ever Wild Rewards,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Member Events,Dedicated Account Manager,Options to Purchase Suites Using flex credit,Complimentary Parking","Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Options to Purchase Suites Using flex credit,Complimentary Parking",60,Male,26,White,Bachelor's Degree,I would like to answer this question,,573024,0,control,0,0,0
2021-11-10 9:47:40,2021-11-10 9:47:56,IP Address,66.91.49.194,100,16,1,2021-11-10 9:47:56,R_qENX9OLwaAHqUvL,,,,,21.4080047607421,-157.970306396484,anonymous,EN,Yes,Yes,Yes,A3PIU3R3IE6VDW,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,339032,,,,,
2021-11-10 9:45:44,2021-11-10 9:47:58,IP Address,96.65.185.89,100,133,1,2021-11-10 9:47:59,R_2zoHA1G1JKUBTuX,,,,,26.8034973144531,-80.0755996704101,anonymous,EN,Yes,Yes,Yes,A1R0DIJHIE1LOC,5-10,Other,70,50,0,0,2.396,0,,,,,,,,,,,,,0,0,60.015,0,"subway, map, tie, hilarious, snugged, lamp, reform, emphasis, large",8,9,0.555,0.555,15.34,1,Gameday Travel Package,Gameday Travel Package,73,Male,24,White,Bachelor's Degree,I would like to answer this question,,767755,0,control,0,0,0
2021-11-10 9:39:57,2021-11-10 9:48:28,IP Address,75.6.209.251,100,511,1,2021-11-10 9:48:29,R_2bI6OhpHq5DH8M7,,,,,32.7888946533203,-96.8021011352539,anonymous,EN,Yes,Yes,Yes,A21J4SY5NBBDG6,More than 10,Other,70,50,,,,,0,0,12.261,0,,,,,,,,,0,0,60.206,0,"Wander
Tie
reform
deer
lamp
hilarious
map
subway
zero
snuggle
emphasis
large
listen
soak
",14,14,6.517,6.517,132.65,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Member Events,Dedicated Account Manager,Playoff Access,Right of First Refusal for Concerts and Events,Same Seat Guarantee,Complimentary Parking,Gameday Travel Package,Early Entry on Game Days,Exclusive Conferences Calls with Players, Managers, and Front Office Executives,Free Holiday Ornament,Autographed Merchandise","4Ever Wild Rewards,Discounted Wild Merchandise,Member Events,Playoff Access,Complimentary Parking,Gameday Travel Package,Early Entry on Game Days,Exclusive Conferences Calls with Players, Managers, and Front Office Executives,Free Holiday Ornament,Autographed Merchandise",100,Male,29,White,Bachelor's Degree,I would like to answer this question,,488579,1,reduced_list,1,0,0
2021-11-10 9:44:15,2021-11-10 9:48:29,IP Address,72.95.119.160,100,254,1,2021-11-10 9:48:29,R_cGVgiQ9FHHV9sR3,,,,,43.6596984863281,-70.2867965698242,anonymous,EN,Yes,Yes,Yes,A2E1MMNJAWM3V6,1-5,Other,70,50,0,0,10.024,0,,,,,,,,,,,,,0,0,60.012,0,"lamp, deer, reform, listen, large, hilarious, snuggle, subway, tie, wander, emphasis, soak",12,12,0.448,0.448,29.957,1,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Options to Purchase Suites Using flex credit,Ticket Trade- switch out games you can't attend,Discounted Concessions","Hockey Lodge Discount,Ticket Trade- switch out games you can't attend,Discounted Concessions",57,Female,26,White,Associate's Degree,I would like to answer this question,,797237,0,control,0,0,0
2021-11-10 9:41:29,2021-11-10 9:48:29,IP Address,99.20.57.56,100,420,1,2021-11-10 9:48:30,R_3fIWTJfCkN7QdRq,,,,,42.4095001220703,-82.9469985961914,anonymous,EN,Yes,Yes,Yes,ATD0ZTZT41RGF,1-5,Other,70,50,0,0,89.229,0,,,,,,,,,,,,,0,0,60.012,0,deer lamp map zero subway reform snuggle hilarious tie ,9,9,1.726,4.907,56.36,2,"4Ever Wild Rewards,Hockey Lodge Discount,Dedicated Account Manager,Same Seat Guarantee","4Ever Wild Rewards,Hockey Lodge Discount,Dedicated Account Manager,Same Seat Guarantee",23,Female,71,White,High School Diploma,I would like to answer this question,,751744,0,control,0,0,0
2021-11-10 9:40:10,2021-11-10 9:48:30,IP Address,75.183.142.55,100,499,1,2021-11-10 9:48:30,R_2TTTbXiOWnkdKt1,,,,,33.6988067626953,-78.9160003662109,anonymous,EN,Yes,Yes,Yes,AK2YUQUFZN1L6,1-5,Other,70,50,0,0,34.438,0,,,,,,,,,,,,,34.354,34.354,60.013,1,"lamp, deer, reform. map, tie, hilarious,",5,6,5.605,5.605,44.582,1,"4Ever Wild Rewards,Interest Free Payment Plans,Member Events,Same Seat Guarantee","4Ever Wild Rewards,Interest Free Payment Plans,Member Events,Same Seat Guarantee",80,Male,60,White,Graduate Degree,I would like to answer this question,,586892,0,control,0,0,0
2021-11-10 9:44:26,2021-11-10 9:48:42,IP Address,184.170.82.249,100,255,1,2021-11-10 9:48:42,R_e4eUaDM2SCv7nLX,,,,,37.3370971679687,-79.2815017700195,anonymous,EN,Yes,Yes,Yes,A17OSPGV41FZ7P,1-5,Other,70,50,,,,,,,,,0,0,37.821,0,,,,,0,0,60.026,0,"deer, subway, zero, lamp, map, hilarious, snuggle, order",7,7,1.103,1.103,31.502,1,"4Ever Wild Rewards,Playoff Access,Same Seat Guarantee","Playoff Access,Same Seat Guarantee",70,Female,35,White,High School Diploma,I would like to answer this question,,629273,2,ranking,0,1,0
2021-11-10 9:42:32,2021-11-10 9:48:55,IP Address,216.172.124.132,100,382,1,2021-11-10 9:48:55,R_12DAdrokNcNL601,,,,,48.117202758789,-96.176902770996,anonymous,EN,Yes,Yes,Yes,ALDQRWYZ8KQ9A,1-5,Other,70,50,,,,,,,,,0,0,67.888,0,,,,,0,0,60.012,0,"lamp, deer, reform, zero, tie, subway, map, hilarious, soak, wander",10,10,0.612,0.612,40.569,1,"Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Dedicated Account Manager,Playoff Access,Same Seat Guarantee,Complimentary Parking","Interest Free Payment Plans,Member Events,Dedicated Account Manager,Playoff Access,Same Seat Guarantee,Complimentary Parking",90,Male,43,White,Bachelor's Degree,I would like to answer this question,,473913,2,ranking,0,1,0
2021-11-10 9:43:48,2021-11-10 9:49:01,IP Address,73.152.178.36,100,312,1,2021-11-10 9:49:01,R_1CsEPYpAwO8YeT3,,,,,37.2532043457031,-80.434700012207,anonymous,EN,Yes,Yes,Yes,A3HHWIXEB86LL3,More than 10,Other,70,50,,,,,33.228,33.228,34.44,1,,,,,,,,,0,0,60.117,0,"deer, lamp, snuggle, reform, tie, subway, map, behavior, listen, soak",10,10,3.388,3.388,46.236,1,"Purchase Additional Tickets at a Discounted Rate,Ticket Trade- switch out games you can't attend,Complimentary Parking",Complimentary Parking,34,Female,50,White,Bachelor's Degree,I would like to answer this question,,445472,1,reduced_list,1,0,0
2021-11-10 9:45:11,2021-11-10 9:49:01,IP Address,73.247.81.157,100,230,1,2021-11-10 9:49:01,R_p66ODsl9XswwLJf,,,,,41.9024963378906,-87.6725997924804,anonymous,EN,Yes,Yes,Yes,A3B01L2TR8ZH4O,1-5,Other,70,50,,,,,0,0,23.352,0,,,,,,,,,0,0,60.011,0,"Deer
Lamp
Important
Snuggle
",3,3,1.92,1.92,14.747,1,"Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Stadium Tours,Playoff Access","Stadium Tours,Playoff Access",67,Male,25,White,Bachelor's Degree,I would like to answer this question,,549427,1,reduced_list,1,0,0
2021-11-10 9:45:21,2021-11-10 9:49:24,IP Address,107.140.191.128,100,243,1,2021-11-10 9:49:25,R_T8cGas8DL0a6RZD,,,,,30.4420928955078,-97.6339035034179,anonymous,EN,Yes,Yes,Yes,AV7M1VWKJUBWG,1-5,Other,70,50,,,,,0,0,2.512,0,,,,,,,,,0,0,60.036,0,"Subway
Wanted
Tie
Deer
Lamp",4,4,1.129,30.508,54.575,3,Member Events,Member Events,94,Female,28,White,Graduate Degree,I would like to answer this question,,461262,1,reduced_list,1,0,0
2021-11-10 9:40:39,2021-11-10 9:49:25,IP Address,134.10.122.91,100,525,1,2021-11-10 9:49:25,R_RKWcmSiI5PL2UjT,,,,,45.4804992675781,-122.6362991333,anonymous,EN,Yes,Yes,Yes,A27MF63ZPJW7F4,1-5,Other,70,50,,,,,,,,,,,,,1.193,1.193,77.322,1,0,0,60.116,0,"lamp, deer, reform, soak, large, emphasis, behavior, snuggle, zero, subway, hilarious, map",12,12,1.896,1.896,52.43,1,"Interest Free Payment Plans,Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking","Interest Free Payment Plans,Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking",70,Non-binary / third gender,18,White,High School Diploma,I would like to answer this question,,541619,3,categorization,0,0,1
2021-11-10 9:40:10,2021-11-10 9:49:41,IP Address,70.161.138.50,100,570,1,2021-11-10 9:49:41,R_3syuYbNTorOyO85,,,,,36.7348022460937,-76.2342987060546,anonymous,EN,Yes,Yes,Yes,A255ELJ8FE59P,1-5,Other,70,50,,,,,,,,,,,,,78.599,95.478,97.07,2,0,0,60.109,0,Lamp Deer Soak Snuggle Map Zero Tie Hilarious Subway Reform Large,11,11,0.211,2.611,55.578,2,"4Ever Wild Rewards,Interest Free Payment Plans,Member Events,Playoff Access,Same Seat Guarantee","Member Events,Playoff Access,Same Seat Guarantee",90,Female,68,White,Bachelor's Degree,I would like to answer this question,,105120,3,categorization,0,0,1
2021-11-10 9:42:28,2021-11-10 9:49:53,IP Address,174.109.68.4,100,444,1,2021-11-10 9:49:53,R_3suY2AfjTxptZS4,,,,,36.0229034423828,-78.9464035034179,anonymous,EN,Yes,Yes,Yes,A30J399CCSJPNT,1-5,Other,70,50,0,0,62.532,0,,,,,,,,,,,,,0,0,60.012,0,"lamp, deer, reform, snuggle, emphasis, tie, subway, hilarious, deer, behaviour",9,9,3.62,3.62,71.19,1,"Hockey Lodge Discount,Member Events,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","Ticket Trade- switch out games you can't attend,Complimentary Parking",60,Female,65,Black or African American,Bachelor's Degree,I would like to answer this question,,380144,0,control,0,0,0
2021-11-10 9:44:10,2021-11-10 9:49:57,IP Address,63.155.9.198,100,346,1,2021-11-10 9:49:57,R_3IQSx8K635RlouK,,,,,44.0644989013671,-123.146102905273,anonymous,EN,Yes,Yes,Yes,AXOJ3M1TZ7ZWI,1-5,Other,70,50,,,,,,,,,,,,,0,0,56.114,0,0,0,60.11,0,"Subway, tie, lamp, deer, reform, hilarious, soak,",7,7,2.286,27.141,48.464,2,"4Ever Wild Rewards,Discounted Wild Merchandise,Interest Free Payment Plans,Member Events,Same Seat Guarantee,Ticket Trade- switch out games you can't attend","Interest Free Payment Plans,Member Events",55,Female,52,White,Bachelor's Degree,I would like to answer this question,,315828,3,categorization,0,0,1
